id,country,country_code,title,description,file,format,language,updated,version,featured
ireland-new-zealand-portfolio,Ireland,IE,Horizon Europe: Ireland–New Zealand Collaboration Portfolio,"A country-focused presentation on Horizon Europe projects and collaboration links between Ireland and New Zealand.",repository/files/horizon-europe-ireland-new-zealand-collaboration-portfolio.pptx,PowerPoint,English,2026-08-21,August 2026,true
